trip_id,start_time,end_time,headway_secs,exact_times
7P-R03,20:00:00,22:00:00,1200,0
7P-R04,05:00:00,06:00:00,1200,0
7P-R04,06:00:00,09:00:00,600,0
7P-R04,09:00:00,16:00:00,1200,0
7P-R04,16:00:00,20:00:00,600,0
7P-R04,20:00:00,22:00:00,1200,0
7-R01,05:00:00,06:00:00,300,0
7-R01,06:00:00,09:00:00,150,0
7-R01,09:00:00,16:00:00,300,0
7-R01,16:00:00,20:00:00,150,0
7-R01,20:00:00,22:00:00,300,0
7-R02,05:00:00,06:00:00,300,0
7-R02,06:00:00,09:00:00,150,0
7-R02,09:00:00,16:00:00,300,0
7-R02,16:00:00,20:00:00,150,0
7-R02,20:00:00,22:00:00,300,0
8C-R05,05:00:00,06:00:00,1200,0
8C-R05,06:00:00,09:00:00,600,0
8C-R05,09:00:00,16:00:00,1200,0
8C-R05,16:00:00,20:00:00,600,0
8C-R05,20:00:00,22:00:00,1200,0
8C-R06,05:00:00,06:00:00,1200,0
8C-R06,06:00:00,09:00:00,600,0
8C-R06,09:00:00,16:00:00,1200,0
8C-R06,16:00:00,20:00:00,600,0
8C-R06,20:00:00,22:00:00,1200,0
8E-R01,05:00:00,06:00:00,1200,0
8E-R01,06:00:00,09:00:00,600,0
8E-R01,09:00:00,16:00:00,1200,0
8E-R01,16:00:00,20:00:00,600,0
8E-R01,20:00:00,22:00:00,1200,0
8E-R03,05:00:00,06:00:00,1200,0
8E-R03,06:00:00,09:00:00,600,0
8E-R03,09:00:00,16:00:00,1200,0
8E-R03,16:00:00,20:00:00,600,0
8E-R03,20:00:00,22:00:00,1200,0
9C-R01,05:00:00,06:00:00,600,0
9C-R01,06:00:00,09:00:00,300,0
9C-R01,09:00:00,16:00:00,600,0
9C-R01,16:00:00,20:00:00,300,0
9C-R01,20:00:00,22:00:00,600,0
9C-R02,05:00:00,06:00:00,600,0
9C-R02,06:00:00,09:00:00,300,0
9C-R02,09:00:00,16:00:00,600,0
9C-R02,16:00:00,20:00:00,300,0
9C-R02,20:00:00,22:00:00,600,0
9D-R05,05:00:00,06:00:00,1200,0
9D-R05,06:00:00,09:00:00,600,0
9D-R05,09:00:00,16:00:00,1200,0
9D-R05,16:00:00,20:00:00,600,0
9D-R05,20:00:00,22:00:00,1200,0
9D-R04,05:00:00,06:00:00,1200,0
9D-R04,06:00:00,09:00:00,600,0
9D-R04,09:00:00,16:00:00,1200,0
9D-R04,16:00:00,20:00:00,600,0
9D-R04,20:00:00,22:00:00,1200,0
9E-R01,05:00:00,06:00:00,1200,0
9E-R01,06:00:00,09:00:00,600,0
9E-R01,09:00:00,16:00:00,1200,0
9E-R01,16:00:00,20:00:00,600,0
9E-R01,20:00:00,22:00:00,1200,0
9E-R03,05:00:00,06:00:00,1200,0
9E-R03,06:00:00,09:00:00,600,0
9E-R03,09:00:00,16:00:00,1200,0
9E-R03,16:00:00,20:00:00,600,0
9E-R03,20:00:00,22:00:00,1200,0
9H-R11,05:00:00,06:00:00,1200,0
9H-R11,06:00:00,09:00:00,600,0
9H-R11,09:00:00,16:00:00,1200,0
9H-R11,16:00:00,20:00:00,600,0
9H-R11,20:00:00,22:00:00,1200,0
9H-R12,05:00:00,06:00:00,1200,0
9H-R12,06:00:00,09:00:00,600,0
9H-R12,09:00:00,16:00:00,1200,0
9H-R12,16:00:00,20:00:00,600,0
9H-R12,20:00:00,22:00:00,1200,0
9-R01,05:00:00,06:00:00,300,0
9-R01,06:00:00,09:00:00,150,0
9-R01,09:00:00,16:00:00,300,0
9-R01,16:00:00,20:00:00,150,0
9-R01,20:00:00,22:00:00,300,0
9-R02,05:00:00,06:00:00,300,0
9-R02,06:00:00,09:00:00,150,0
9-R02,09:00:00,16:00:00,300,0
9-R02,16:00:00,20:00:00,150,0
9-R02,20:00:00,22:00:00,300,0
B13-R01,05:50:00,07:30:00,900,0
B13-R02,16:20:00,18:30:00,900,0
B14-R01,05:50:00,07:35:00,900,0
B14-R02,16:20:00,18:45:00,900,0
B21-R09,05:00:00,06:00:00,1200,0
B21-R09,06:00:00,09:00:00,600,0
B21-R09,09:00:00,16:00:00,1200,0
B21-R09,16:00:00,20:00:00,600,0
B21-R09,20:00:00,22:00:00,1200,0
B21-R10,05:00:00,06:00:00,1200,0
B21-R10,06:00:00,09:00:00,600,0
B21-R10,09:00:00,16:00:00,1200,0
B21-R10,16:00:00,20:00:00,600,0
B21-R10,20:00:00,22:00:00,1200,0
BW4-L01,10:00:00,17:00:00,1200,0
D11-R07,05:00:00,06:00:00,1200,0
D11-R07,06:00:00,09:00:00,600,0
D11-R07,09:00:00,16:00:00,1200,0
D11-R07,16:00:00,20:00:00,600,0
D11-R07,20:00:00,22:00:00,1200,0
D11-R08,05:00:00,06:00:00,1200,0
D11-R08,06:00:00,09:00:00,600,0
D11-R08,09:00:00,16:00:00,1200,0
D11-R08,16:00:00,20:00:00,600,0
D11-R08,20:00:00,22:00:00,1200,0
D21-R01,05:00:00,06:00:00,1200,0
D21-R01,06:00:00,09:00:00,600,0
D21-R01,09:00:00,16:00:00,1200,0
D21-R01,16:00:00,20:00:00,600,0
D21-R01,20:00:00,22:00:00,1200,0
D21-R02,05:00:00,06:00:00,1200,0
D21-R02,06:00:00,09:00:00,600,0
D21-R02,09:00:00,16:00:00,1200,0
D21-R02,16:00:00,20:00:00,600,0
D21-R02,20:00:00,22:00:00,1200,0
D31-R03,05:00:00,06:00:00,1200,0
D31-R03,06:00:00,09:00:00,600,0
D31-R03,09:00:00,16:00:00,1200,0
D31-R03,16:00:00,20:00:00,600,0
D31-R03,20:00:00,22:00:00,1200,0
D31-R04,05:00:00,06:00:00,1200,0
D31-R04,06:00:00,09:00:00,600,0
D31-R04,09:00:00,16:00:00,1200,0
D31-R04,16:00:00,20:00:00,600,0
D31-R04,20:00:00,22:00:00,1200,0
D32-R01,05:00:00,06:00:00,1200,0
D32-R01,06:00:00,09:00:00,600,0
D32-R01,09:00:00,16:00:00,1200,0
D32-R01,16:00:00,20:00:00,600,0
D32-R01,20:00:00,22:00:00,1200,0
D32-R02,05:00:00,06:00:00,1200,0
D32-R02,06:00:00,09:00:00,600,0
D32-R02,09:00:00,16:00:00,1200,0
D32-R02,16:00:00,20:00:00,600,0
D32-R02,20:00:00,22:00:00,1200,0
JAK.01-R01,05:00:00,06:00:00,600,0
JAK.01-R01,06:00:00,09:00:00,300,0
JAK.01-R01,09:00:00,16:00:00,600,0
JAK.01-R01,16:00:00,20:00:00,300,0
JAK.01-R01,20:00:00,22:00:00,600,0
JAK.01-R02,05:00:00,06:00:00,600,0
JAK.01-R02,06:00:00,09:00:00,300,0
JAK.01-R02,09:00:00,16:00:00,600,0
JAK.01-R02,16:00:00,20:00:00,300,0
JAK.01-R02,20:00:00,22:00:00,600,0
JAK.02-R06,05:00:00,06:00:00,600,0
JAK.02-R06,06:00:00,09:00:00,300,0
JAK.02-R06,09:00:00,16:00:00,600,0
JAK.02-R06,16:00:00,20:00:00,300,0
JAK.02-R06,20:00:00,22:00:00,600,0
JAK.02-R07,05:00:00,06:00:00,600,0
JAK.02-R07,06:00:00,09:00:00,300,0
JAK.02-R07,09:00:00,16:00:00,600,0
JAK.02-R07,16:00:00,20:00:00,300,0
JAK.02-R07,20:00:00,22:00:00,600,0
JAK.03-R01,05:00:00,06:00:00,600,0
JAK.03-R01,06:00:00,09:00:00,300,0
JAK.03-R01,09:00:00,16:00:00,600,0
JAK.03-R01,16:00:00,20:00:00,300,0
JAK.03-R01,20:00:00,22:00:00,600,0
JAK.03-R02,05:00:00,06:00:00,600,0
JAK.03-R02,06:00:00,09:00:00,300,0
JAK.03-R02,09:00:00,16:00:00,600,0
JAK.03-R02,16:00:00,20:00:00,300,0
JAK.03-R02,20:00:00,22:00:00,600,0
JAK.04-R01,05:00:00,06:00:00,600,0
JAK.04-R01,06:00:00,09:00:00,300,0
JAK.04-R01,09:00:00,16:00:00,600,0
JAK.04-R01,16:00:00,20:00:00,300,0
JAK.04-R01,20:00:00,22:00:00,600,0
JAK.04-R02,05:00:00,06:00:00,600,0
JAK.04-R02,06:00:00,09:00:00,300,0
JAK.04-R02,09:00:00,16:00:00,600,0
JAK.04-R02,16:00:00,20:00:00,300,0
JAK.04-R02,20:00:00,22:00:00,600,0
JAK.05-R01,05:00:00,06:00:00,600,0
JAK.05-R01,06:00:00,09:00:00,300,0
JAK.05-R01,09:00:00,16:00:00,600,0
JAK.05-R01,16:00:00,20:00:00,300,0
JAK.05-R01,20:00:00,22:00:00,600,0
JAK.05-R02,05:00:00,06:00:00,600,0
JAK.05-R02,06:00:00,09:00:00,300,0
JAK.05-R02,09:00:00,16:00:00,600,0
JAK.05-R02,16:00:00,20:00:00,300,0
JAK.05-R02,20:00:00,22:00:00,600,0
JAK.06-R01,05:00:00,06:00:00,600,0
JAK.06-R01,06:00:00,09:00:00,300,0
JAK.06-R01,09:00:00,16:00:00,600,0
JAK.06-R01,16:00:00,20:00:00,300,0
JAK.06-R01,20:00:00,22:00:00,600,0
JAK.06-R02,05:00:00,06:00:00,600,0
JAK.06-R02,06:00:00,09:00:00,300,0
JAK.06-R02,09:00:00,16:00:00,600,0
JAK.06-R02,16:00:00,20:00:00,300,0
JAK.06-R02,20:00:00,22:00:00,600,0
JAK.07-R01,05:00:00,06:00:00,600,0
JAK.07-R01,06:00:00,09:00:00,300,0
JAK.07-R01,09:00:00,16:00:00,600,0
JAK.07-R01,16:00:00,20:00:00,300,0
JAK.07-R01,20:00:00,22:00:00,600,0
JAK.07-R02,05:00:00,06:00:00,600,0
JAK.07-R02,06:00:00,09:00:00,300,0
JAK.07-R02,09:00:00,16:00:00,600,0
JAK.07-R02,16:00:00,20:00:00,300,0
JAK.07-R02,20:00:00,22:00:00,600,0
JAK.08-R03,05:00:00,06:00:00,600,0
JAK.08-R03,06:00:00,09:00:00,300,0
JAK.08-R03,09:00:00,16:00:00,600,0
JAK.08-R03,16:00:00,20:00:00,300,0
JAK.08-R03,20:00:00,22:00:00,600,0
JAK.08-R04,05:00:00,06:00:00,600,0
JAK.08-R04,06:00:00,09:00:00,300,0
JAK.08-R04,09:00:00,16:00:00,600,0
JAK.08-R04,16:00:00,20:00:00,300,0
JAK.08-R04,20:00:00,22:00:00,600,0
JAK.09-R01,05:00:00,06:00:00,600,0
JAK.09-R01,06:00:00,09:00:00,300,0
JAK.09-R01,09:00:00,16:00:00,600,0
JAK.09-R01,16:00:00,20:00:00,300,0
JAK.09-R01,20:00:00,22:00:00,600,0
JAK.10A-L01,05:00:00,06:00:00,600,0
JAK.10A-L01,06:00:00,09:00:00,300,0
JAK.10A-L01,09:00:00,16:00:00,600,0
JAK.10A-L01,16:00:00,20:00:00,300,0
JAK.10A-L01,20:00:00,22:00:00,600,0
JAK.10B-L01,05:00:00,06:00:00,600,0
JAK.10B-L01,06:00:00,09:00:00,300,0
JAK.10B-L01,09:00:00,16:00:00,600,0
JAK.10B-L01,16:00:00,20:00:00,300,0
JAK.10B-L01,20:00:00,22:00:00,600,0
JAK.10-R03,05:00:00,06:00:00,600,0
JAK.10-R03,06:00:00,09:00:00,300,0
JAK.10-R03,09:00:00,16:00:00,600,0
JAK.10-R03,16:00:00,20:00:00,300,0
JAK.10-R03,20:00:00,22:00:00,600,0
JAK.10-R04,05:00:00,06:00:00,600,0
JAK.10-R04,06:00:00,09:00:00,300,0
JAK.10-R04,09:00:00,16:00:00,600,0
JAK.10-R04,16:00:00,20:00:00,300,0
JAK.10-R04,20:00:00,22:00:00,600,0
JAK.112-R01,05:00:00,06:00:00,600,0
JAK.112-R01,06:00:00,09:00:00,300,0
JAK.112-R01,09:00:00,16:00:00,600,0
JAK.112-R01,16:00:00,20:00:00,300,0
JAK.112-R01,20:00:00,22:00:00,600,0
JAK.112-R02,05:00:00,06:00:00,600,0
JAK.112-R02,06:00:00,09:00:00,300,0
JAK.112-R02,09:00:00,16:00:00,600,0
JAK.112-R02,16:00:00,20:00:00,300,0
JAK.112-R02,20:00:00,22:00:00,600,0
JAK.113-R03,05:00:00,06:00:00,600,0
JAK.113-R03,06:00:00,09:00:00,300,0
JAK.113-R03,09:00:00,16:00:00,600,0
JAK.113-R03,16:00:00,20:00:00,300,0
JAK.113-R03,20:00:00,22:00:00,600,0
JAK.113-R04,05:00:00,06:00:00,600,0
JAK.113-R04,06:00:00,09:00:00,300,0
JAK.113-R04,09:00:00,16:00:00,600,0
JAK.113-R04,16:00:00,20:00:00,300,0
JAK.113-R04,20:00:00,22:00:00,600,0
JAK.115-R03,05:00:00,06:00:00,600,0
JAK.115-R03,06:00:00,09:00:00,300,0
JAK.115-R03,09:00:00,16:00:00,600,0
JAK.115-R03,16:00:00,20:00:00,300,0
JAK.115-R03,20:00:00,22:00:00,600,0
JAK.115-R04,05:00:00,06:00:00,600,0
JAK.115-R04,06:00:00,09:00:00,300,0
JAK.115-R04,09:00:00,16:00:00,600,0
JAK.115-R04,16:00:00,20:00:00,300,0
JAK.115-R04,20:00:00,22:00:00,600,0
JAK.117-R05,05:00:00,06:00:00,600,0
JAK.117-R05,06:00:00,09:00:00,300,0
JAK.117-R05,09:00:00,16:00:00,600,0
JAK.117-R05,16:00:00,20:00:00,300,0
JAK.117-R05,20:00:00,22:00:00,600,0
JAK.117-R06,05:00:00,06:00:00,600,0
JAK.117-R06,06:00:00,09:00:00,300,0
JAK.117-R06,09:00:00,16:00:00,600,0
JAK.117-R06,16:00:00,20:00:00,300,0
JAK.117-R06,20:00:00,22:00:00,600,0
JAK.11-R01,05:00:00,06:00:00,600,0
JAK.11-R01,06:00:00,09:00:00,300,0
JAK.11-R01,09:00:00,16:00:00,600,0
JAK.11-R01,16:00:00,20:00:00,300,0
JAK.11-R01,20:00:00,22:00:00,600,0
JAK.11-R02,05:00:00,06:00:00,600,0
JAK.11-R02,06:00:00,09:00:00,300,0
JAK.11-R02,09:00:00,16:00:00,600,0
JAK.11-R02,16:00:00,20:00:00,300,0
JAK.11-R02,20:00:00,22:00:00,600,0
JAK.12-R01,05:00:00,06:00:00,600,0
JAK.12-R01,06:00:00,09:00:00,300,0
JAK.12-R01,09:00:00,16:00:00,600,0
JAK.12-R01,16:00:00,20:00:00,300,0
JAK.12-R01,20:00:00,22:00:00,600,0
JAK.12-R02,05:00:00,06:00:00,600,0
JAK.12-R02,06:00:00,09:00:00,300,0
JAK.12-R02,09:00:00,16:00:00,600,0
JAK.12-R02,16:00:00,20:00:00,300,0
JAK.12-R02,20:00:00,22:00:00,600,0
JAK.13-R03,05:00:00,06:00:00,600,0
JAK.13-R03,06:00:00,09:00:00,300,0
JAK.13-R03,09:00:00,16:00:00,600,0
JAK.13-R03,16:00:00,20:00:00,300,0
JAK.13-R03,20:00:00,22:00:00,600,0
JAK.13-R04,05:00:00,06:00:00,600,0
JAK.13-R04,06:00:00,09:00:00,300,0
JAK.13-R04,09:00:00,16:00:00,600,0
JAK.13-R04,16:00:00,20:00:00,300,0
JAK.13-R04,20:00:00,22:00:00,600,0
JAK.14-R01,05:00:00,06:00:00,600,0
JAK.14-R01,06:00:00,09:00:00,300,0
JAK.14-R01,09:00:00,16:00:00,600,0
JAK.14-R01,16:00:00,20:00:00,300,0
JAK.14-R01,20:00:00,22:00:00,600,0
JAK.14-R02,05:00:00,06:00:00,600,0
JAK.14-R02,06:00:00,09:00:00,300,0
JAK.14-R02,09:00:00,16:00:00,600,0
JAK.14-R02,16:00:00,20:00:00,300,0
JAK.14-R02,20:00:00,22:00:00,600,0
JAK.15-R04,05:00:00,06:00:00,600,0
JAK.15-R04,06:00:00,09:00:00,300,0
JAK.15-R04,09:00:00,16:00:00,600,0
JAK.15-R04,16:00:00,20:00:00,300,0
JAK.15-R04,20:00:00,22:00:00,600,0
JAK.15-R05,05:00:00,06:00:00,600,0
JAK.15-R05,06:00:00,09:00:00,300,0
JAK.15-R05,09:00:00,16:00:00,600,0
JAK.15-R05,16:00:00,20:00:00,300,0
JAK.15-R05,20:00:00,22:00:00,600,0
JAK.16-R01,05:00:00,06:00:00,600,0
JAK.16-R01,06:00:00,09:00:00,300,0
JAK.16-R01,09:00:00,16:00:00,600,0
JAK.16-R01,16:00:00,20:00:00,300,0
JAK.16-R01,20:00:00,22:00:00,600,0
JAK.16-R02,05:00:00,06:00:00,600,0
JAK.16-R02,06:00:00,09:00:00,300,0
JAK.16-R02,09:00:00,16:00:00,600,0
JAK.16-R02,16:00:00,20:00:00,300,0
JAK.16-R02,20:00:00,22:00:00,600,0
JAK.17-R01,05:00:00,06:00:00,600,0
JAK.17-R01,06:00:00,09:00:00,300,0
JAK.17-R01,09:00:00,16:00:00,600,0
JAK.17-R01,16:00:00,20:00:00,300,0
JAK.17-R01,20:00:00,22:00:00,600,0
JAK.17-R02,05:00:00,06:00:00,600,0
JAK.17-R02,06:00:00,09:00:00,300,0
JAK.17-R02,09:00:00,16:00:00,600,0
JAK.17-R02,16:00:00,20:00:00,300,0
JAK.17-R02,20:00:00,22:00:00,600,0
JAK.18-R01,05:00:00,06:00:00,600,0
JAK.18-R01,06:00:00,09:00:00,300,0
JAK.18-R01,09:00:00,16:00:00,600,0
JAK.18-R01,16:00:00,20:00:00,300,0
JAK.18-R01,20:00:00,22:00:00,600,0
JAK.18-R02,05:00:00,06:00:00,600,0
JAK.18-R02,06:00:00,09:00:00,300,0
JAK.18-R02,09:00:00,16:00:00,600,0
JAK.18-R02,16:00:00,20:00:00,300,0
JAK.18-R02,20:00:00,22:00:00,600,0
JAK.19-R01,05:00:00,06:00:00,600,0
JAK.19-R01,06:00:00,09:00:00,300,0
JAK.19-R01,09:00:00,16:00:00,600,0
JAK.19-R01,16:00:00,20:00:00,300,0
JAK.19-R01,20:00:00,22:00:00,600,0
JAK.19-R02,05:00:00,06:00:00,600,0
JAK.19-R02,06:00:00,09:00:00,300,0
JAK.19-R02,09:00:00,16:00:00,600,0
JAK.19-R02,16:00:00,20:00:00,300,0
JAK.19-R02,20:00:00,22:00:00,600,0
JAK.20-R01,05:00:00,06:00:00,600,0
JAK.20-R01,06:00:00,09:00:00,300,0
JAK.20-R01,09:00:00,16:00:00,600,0
JAK.20-R01,16:00:00,20:00:00,300,0
JAK.20-R01,20:00:00,22:00:00,600,0
JAK.20-R02,05:00:00,06:00:00,600,0
JAK.20-R02,06:00:00,09:00:00,300,0
JAK.20-R02,09:00:00,16:00:00,600,0
JAK.20-R02,16:00:00,20:00:00,300,0
JAK.20-R02,20:00:00,22:00:00,600,0
JAK.21-R01,05:00:00,06:00:00,600,0
JAK.21-R01,06:00:00,09:00:00,300,0
JAK.21-R01,09:00:00,16:00:00,600,0
JAK.21-R01,16:00:00,20:00:00,300,0
JAK.21-R01,20:00:00,22:00:00,600,0
JAK.21-R02,05:00:00,06:00:00,600,0
JAK.21-R02,06:00:00,09:00:00,300,0
JAK.21-R02,09:00:00,16:00:00,600,0
JAK.21-R02,16:00:00,20:00:00,300,0
JAK.21-R02,20:00:00,22:00:00,600,0
JAK.22-R03,05:00:00,06:00:00,600,0
JAK.22-R03,06:00:00,09:00:00,300,0
JAK.22-R03,09:00:00,16:00:00,600,0
JAK.22-R03,16:00:00,20:00:00,300,0
JAK.22-R03,20:00:00,22:00:00,600,0
JAK.22-R04,05:00:00,06:00:00,600,0
JAK.22-R04,06:00:00,09:00:00,300,0
JAK.22-R04,09:00:00,16:00:00,600,0
JAK.22-R04,16:00:00,20:00:00,300,0
JAK.22-R04,20:00:00,22:00:00,600,0
JAK.24-R01,05:00:00,06:00:00,600,0
JAK.24-R01,06:00:00,09:00:00,300,0
JAK.24-R01,09:00:00,16:00:00,600,0
JAK.24-R01,16:00:00,20:00:00,300,0
JAK.24-R01,20:00:00,22:00:00,600,0
JAK.24-R02,05:00:00,06:00:00,600,0
JAK.24-R02,06:00:00,09:00:00,300,0
JAK.24-R02,09:00:00,16:00:00,600,0
JAK.24-R02,16:00:00,20:00:00,300,0
JAK.24-R02,20:00:00,22:00:00,600,0
JAK.25-R01,05:00:00,06:00:00,600,0
JAK.25-R01,06:00:00,09:00:00,300,0
JAK.25-R01,09:00:00,16:00:00,600,0
JAK.25-R01,16:00:00,20:00:00,300,0
JAK.25-R01,20:00:00,22:00:00,600,0
JAK.25-R03,05:00:00,06:00:00,600,0
JAK.25-R03,06:00:00,09:00:00,300,0
JAK.25-R03,09:00:00,16:00:00,600,0
JAK.25-R03,16:00:00,20:00:00,300,0
JAK.25-R03,20:00:00,22:00:00,600,0
JAK.26-R01,05:00:00,06:00:00,600,0
JAK.26-R01,06:00:00,09:00:00,300,0
JAK.26-R01,09:00:00,16:00:00,600,0
JAK.26-R01,16:00:00,20:00:00,300,0
JAK.26-R01,20:00:00,22:00:00,600,0
JAK.26-R02,05:00:00,06:00:00,600,0
JAK.26-R02,06:00:00,09:00:00,300,0
JAK.26-R02,09:00:00,16:00:00,600,0
JAK.26-R02,16:00:00,20:00:00,300,0
JAK.26-R02,20:00:00,22:00:00,600,0
JAK.27-R02,05:00:00,06:00:00,600,0
JAK.27-R02,06:00:00,09:00:00,300,0
JAK.27-R02,09:00:00,16:00:00,600,0
JAK.27-R02,16:00:00,20:00:00,300,0
JAK.27-R02,20:00:00,22:00:00,600,0
JAK.27-R01,05:00:00,06:00:00,600,0
JAK.27-R01,06:00:00,09:00:00,300,0
JAK.27-R01,09:00:00,16:00:00,600,0
JAK.27-R01,16:00:00,20:00:00,300,0
JAK.27-R01,20:00:00,22:00:00,600,0
JAK.28-R03,05:00:00,06:00:00,600,0
JAK.28-R03,06:00:00,09:00:00,300,0
JAK.28-R03,09:00:00,16:00:00,600,0
JAK.28-R03,16:00:00,20:00:00,300,0
JAK.28-R03,20:00:00,22:00:00,600,0
JAK.28-R04,05:00:00,06:00:00,600,0
JAK.28-R04,06:00:00,09:00:00,300,0
JAK.28-R04,09:00:00,16:00:00,600,0
JAK.28-R04,16:00:00,20:00:00,300,0
JAK.28-R04,20:00:00,22:00:00,600,0
JAK.29-R03,05:00:00,06:00:00,600,0
JAK.29-R03,06:00:00,09:00:00,300,0
JAK.29-R03,09:00:00,16:00:00,600,0
JAK.29-R03,16:00:00,20:00:00,300,0
JAK.29-R03,20:00:00,22:00:00,600,0
JAK.29-R04,05:00:00,06:00:00,600,0
JAK.29-R04,06:00:00,09:00:00,300,0
JAK.29-R04,09:00:00,16:00:00,600,0
JAK.29-R04,16:00:00,20:00:00,300,0
JAK.29-R04,20:00:00,22:00:00,600,0
JAK.30-R01,05:00:00,06:00:00,600,0
JAK.30-R01,06:00:00,09:00:00,300,0
JAK.30-R01,09:00:00,16:00:00,600,0
JAK.30-R01,16:00:00,20:00:00,300,0
JAK.30-R01,20:00:00,22:00:00,600,0
JAK.30-R02,05:00:00,06:00:00,600,0
JAK.30-R02,06:00:00,09:00:00,300,0
JAK.30-R02,09:00:00,16:00:00,600,0
JAK.30-R02,16:00:00,20:00:00,300,0
JAK.30-R02,20:00:00,22:00:00,600,0
JAK.31-R01,05:00:00,06:00:00,600,0
JAK.31-R01,06:00:00,09:00:00,300,0
JAK.31-R01,09:00:00,16:00:00,600,0
JAK.31-R01,16:00:00,20:00:00,300,0
JAK.31-R01,20:00:00,22:00:00,600,0
JAK.31-R02,05:00:00,06:00:00,600,0
JAK.31-R02,06:00:00,09:00:00,300,0
JAK.31-R02,09:00:00,16:00:00,600,0
JAK.31-R02,16:00:00,20:00:00,300,0
JAK.31-R02,20:00:00,22:00:00,600,0
JAK.32-R01,05:00:00,06:00:00,600,0
JAK.32-R01,06:00:00,09:00:00,300,0
JAK.32-R01,09:00:00,16:00:00,600,0
JAK.32-R01,16:00:00,20:00:00,300,0
JAK.32-R01,20:00:00,22:00:00,600,0
JAK.32-R02,05:00:00,06:00:00,600,0
JAK.32-R02,06:00:00,09:00:00,300,0
JAK.32-R02,09:00:00,16:00:00,600,0
JAK.32-R02,16:00:00,20:00:00,300,0
JAK.32-R02,20:00:00,22:00:00,600,0
JAK.33-R03,05:00:00,06:00:00,600,0
JAK.33-R03,06:00:00,09:00:00,300,0
JAK.33-R03,09:00:00,16:00:00,600,0
JAK.33-R03,16:00:00,20:00:00,300,0
JAK.33-R03,20:00:00,22:00:00,600,0
JAK.33-R04,05:00:00,06:00:00,600,0
JAK.33-R04,06:00:00,09:00:00,300,0
JAK.33-R04,09:00:00,16:00:00,600,0
JAK.33-R04,16:00:00,20:00:00,300,0
JAK.33-R04,20:00:00,22:00:00,600,0
JAK.34-R01,05:00:00,06:00:00,600,0
JAK.34-R01,06:00:00,09:00:00,300,0
JAK.34-R01,09:00:00,16:00:00,600,0
JAK.34-R01,16:00:00,20:00:00,300,0
JAK.34-R01,20:00:00,22:00:00,600,0
JAK.34-R02,05:00:00,06:00:00,600,0
JAK.34-R02,06:00:00,09:00:00,300,0
JAK.34-R02,09:00:00,16:00:00,600,0
JAK.34-R02,16:00:00,20:00:00,300,0
JAK.34-R02,20:00:00,22:00:00,600,0
JAK.35-R03,05:00:00,06:00:00,600,0
JAK.35-R03,06:00:00,09:00:00,300,0
JAK.35-R03,09:00:00,16:00:00,600,0
JAK.35-R03,16:00:00,20:00:00,300,0
JAK.35-R03,20:00:00,22:00:00,600,0
JAK.35-R05,05:00:00,06:00:00,600,0
JAK.35-R05,06:00:00,09:00:00,300,0
JAK.35-R05,09:00:00,16:00:00,600,0
JAK.35-R05,16:00:00,20:00:00,300,0
JAK.35-R05,20:00:00,22:00:00,600,0
JAK.36-R03,05:00:00,06:00:00,600,0
JAK.36-R03,06:00:00,09:00:00,300,0
JAK.36-R03,09:00:00,16:00:00,600,0
JAK.36-R03,16:00:00,20:00:00,300,0
JAK.36-R03,20:00:00,22:00:00,600,0
JAK.36-R04,05:00:00,06:00:00,600,0
JAK.36-R04,06:00:00,09:00:00,300,0
JAK.36-R04,09:00:00,16:00:00,600,0
JAK.36-R04,16:00:00,20:00:00,300,0
JAK.36-R04,20:00:00,22:00:00,600,0
JAK.37-R01,05:00:00,06:00:00,600,0
JAK.37-R01,06:00:00,09:00:00,300,0
JAK.37-R01,09:00:00,16:00:00,600,0
JAK.37-R01,16:00:00,20:00:00,300,0
JAK.37-R01,20:00:00,22:00:00,600,0
JAK.37-R03,05:00:00,06:00:00,600,0
JAK.37-R03,06:00:00,09:00:00,300,0
JAK.37-R03,09:00:00,16:00:00,600,0
JAK.37-R03,16:00:00,20:00:00,300,0
JAK.37-R03,20:00:00,22:00:00,600,0
JAK.38-R01,05:00:00,06:00:00,600,0
JAK.38-R01,06:00:00,09:00:00,300,0
JAK.38-R01,09:00:00,16:00:00,600,0
JAK.38-R01,16:00:00,20:00:00,300,0
JAK.38-R01,20:00:00,22:00:00,600,0
JAK.38-R02,05:00:00,06:00:00,600,0
JAK.38-R02,06:00:00,09:00:00,300,0
JAK.38-R02,09:00:00,16:00:00,600,0
JAK.38-R02,16:00:00,20:00:00,300,0
JAK.38-R02,20:00:00,22:00:00,600,0
JAK.39-R01,05:00:00,06:00:00,600,0
JAK.39-R01,06:00:00,09:00:00,300,0
JAK.39-R01,09:00:00,16:00:00,600,0
JAK.39-R01,16:00:00,20:00:00,300,0
JAK.39-R01,20:00:00,22:00:00,600,0
JAK.39-R02,05:00:00,06:00:00,600,0
JAK.39-R02,06:00:00,09:00:00,300,0
JAK.39-R02,09:00:00,16:00:00,600,0
JAK.39-R02,16:00:00,20:00:00,300,0
JAK.39-R02,20:00:00,22:00:00,600,0
JAK.40-R02,05:00:00,06:00:00,600,0
JAK.40-R02,06:00:00,09:00:00,300,0
JAK.40-R02,09:00:00,16:00:00,600,0
JAK.40-R02,16:00:00,20:00:00,300,0
JAK.40-R02,20:00:00,22:00:00,600,0
JAK.40-R03,05:00:00,06:00:00,600,0
JAK.40-R03,06:00:00,09:00:00,300,0
