trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,shape_dist_traveled
10B-R01,5:00:00,5:00:10,B03270P,0,0,
10B-R01,5:02:11,5:02:21,B05785P,1,0,
10B-R01,5:03:36,5:03:46,B05536P,2,0,
10B-R01,5:08:07,5:08:17,B02723P,3,0,
11B-R02,5:00:00,5:00:10,B06652P,0,0,
11B-R02,5:04:04,5:04:14,B06654P,1,0,
11B-R02,5:26:54,5:27:04,B03291P,2,0,
11P-R02,5:00:00,5:00:10,B06654P,0,0,
11P-R02,5:01:15,5:01:25,B06666P,1,0,
11P-R02,5:05:24,5:05:34,B06667P,2,0,
11P-R02,5:06:49,5:06:59,B06655P,3,0,
11P-R02,5:08:58,5:09:08,B06665P,4,0,
11P-R02,5:10:30,5:10:40,B06653P,5,0,
11P-R02,5:17:36,5:17:46,B03280P,6,0,
11P-R02,5:18:24,5:18:34,B06663P,7,0,
11P-R02,5:20:08,5:20:18,B00368P,8,0,
11P-R02,5:21:47,5:21:57,B00227P,9,0,
11P-R02,5:22:22,5:22:32,B05318P,10,0,
11P-R02,5:23:17,5:23:27,B00198P,11,0,
11P-R02,5:24:04,5:24:14,B06661P,12,0,
11P-R02,5:25:17,5:25:27,B00603P,13,0,
11P-R02,5:27:36,5:27:46,B05660P,14,0,
11P-R02,5:29:22,5:29:32,B02352P,15,0,
11P-R02,5:31:09,5:31:19,B04518P,16,0,
11P-R02,5:33:33,5:33:43,B02308P,17,0,
11P-R02,5:35:34,5:35:44,B04476P,18,0,
11P-R02,5:36:31,5:36:41,B03135P,19,0,
11P-R02,5:37:34,5:37:44,B00637P,20,0,
11P-R02,5:40:16,5:40:26,B01677P,21,0,
11P-R02,5:42:16,5:42:26,B03289P,22,0,
1E-R01,5:00:00,5:00:10,B05584P,0,0,
1E-R01,5:00:38,5:00:48,B05394P,1,0,
1E-R01,5:01:30,5:01:40,B02668P,2,0,
1E-R01,5:02:25,5:02:35,B01106P,3,0,
1E-R01,5:03:38,5:03:48,B01130P,4,0,
1E-R01,5:06:35,5:06:45,B02539P,5,0,
1E-R01,5:07:48,5:07:58,B00296P,6,0,
1E-R01,5:11:41,5:11:51,B01818P,7,0,
1E-R01,5:13:35,5:13:45,B00897P,8,0,
1E-R01,5:16:01,5:16:11,B02644P,9,0,
1E-R01,5:17:06,5:17:16,B05311P,10,0,
1E-R01,5:19:07,5:19:17,B03175P,11,0,
1E-R01,5:20:52,5:21:02,B05435P,12,0,
1E-R01,5:21:57,5:22:07,B00654P,13,0,
1E-R01,5:25:18,5:25:28,B01349P,14,0,
1E-R01,5:26:43,5:26:53,B00729P,15,0,
1E-R01,5:29:17,5:29:27,B03626P,16,0,
1E-R01,5:31:13,5:31:23,B01083P,17,0,
1E-R01,5:34:06,5:34:16,B05426P,18,0,
1E-R01,5:38:31,5:38:41,B01610P,19,0,
1E-R01,5:39:30,5:39:40,B02860P,20,0,
1E-R01,5:41:37,5:41:47,B04668P,21,0,
1E-R01,5:42:52,5:43:02,B00954P,22,0,
1E-R01,5:46:18,5:46:28,B06578P,23,0,
1E-R02,5:00:00,5:00:10,B06578P,0,0,
1E-R02,5:01:58,5:02:08,B05623P,1,0,
1E-R02,5:06:32,5:06:42,B05635P,2,0,
1E-R02,5:08:23,5:08:33,B05425P,3,0,
1E-R02,5:10:09,5:10:19,B00695P,4,0,
1E-R02,5:12:32,5:12:42,B04790P,5,0,
1E-R02,5:15:20,5:15:30,B01541P,6,0,
1E-R02,5:17:35,5:17:45,B00814P,7,0,
1E-R02,5:20:18,5:20:28,B00730P,8,0,
1E-R02,5:21:43,5:21:53,B00459P,9,0,
1E-R02,5:24:57,5:25:07,B03597P,10,0,
1E-R02,5:25:54,5:26:04,B05434P,11,0,
1E-R02,5:27:40,5:27:50,B03174P,12,0,
1E-R02,5:29:43,5:29:53,B05898P,13,0,
1E-R02,5:31:06,5:31:16,B01001P,14,0,
1E-R02,5:33:17,5:33:27,B04803P,15,0,
1E-R02,5:34:38,5:34:48,B03136P,16,0,
1E-R02,5:38:43,5:38:53,B00295P,17,0,
1E-R02,5:40:43,5:40:53,B02538P,18,0,
1E-R02,5:43:09,5:43:19,B01497P,19,0,
1E-R02,5:43:52,5:44:02,B00684P,20,0,
1E-R02,5:44:34,5:44:44,B05072P,21,0,
1E-R02,5:45:36,5:45:46,B01493P,22,0,
1E-R02,5:46:51,5:47:01,B05584P,23,0,
2H-R03,5:00:00,5:00:10,B03273P,0,0,
2H-R03,5:02:22,5:02:32,B03377P,1,0,
2H-R03,5:08:17,5:08:27,B01073P,2,0,
2H-R03,5:08:52,5:09:02,B06668P,3,0,
2H-R03,5:11:01,5:11:11,B00770P,4,0,
2H-R03,5:16:14,5:16:24,B03199P,5,0,
2H-R04,5:00:00,5:00:10,B03199P,0,0,
2H-R04,5:07:53,5:08:03,B00317P,1,0,
2H-R04,5:09:00,5:09:10,B00318P,2,0,
2H-R04,5:10:25,5:10:35,B01311P,3,0,
2H-R04,5:12:32,5:12:42,B05389P,4,0,
2H-R04,5:13:14,5:13:24,B05170P,5,0,
2H-R04,5:14:46,5:14:56,B00388P,6,0,
2H-R04,5:16:19,5:16:29,B03084P,7,0,
2H-R04,5:17:33,5:17:43,B02059P,8,0,
2H-R04,5:22:14,5:22:24,B02594P,9,0,
2H-R04,5:23:21,5:23:31,B00687P,10,0,
2H-R04,5:23:53,5:24:03,B05696P,11,0,
2H-R04,5:25:10,5:25:20,B03083P,12,0,
2H-R04,5:29:25,5:29:35,B04344P,13,0,
2H-R04,5:32:37,5:32:47,B03273P,14,0,
2Q-R01,5:00:00,5:00:10,B06053P,0,0,
2Q-R01,5:00:43,5:00:53,B02291P,1,0,
2Q-R01,5:01:27,5:01:37,B00184P,2,0,
2Q-R01,5:02:59,5:03:09,B01813P,3,0,
2Q-R01,5:05:15,5:05:25,B05693P,4,0,
2Q-R01,5:09:26,5:09:36,B02755P,5,0,
2Q-R02,10:00:00,10:00:10,B02755P,0,0,
2Q-R02,10:01:32,10:01:42,B00291P,1,0,
2Q-R02,10:02:58,10:03:08,B02266P,2,0,
2Q-R02,10:04:01,10:04:11,B00304P,3,0,
2Q-R02,10:04:54,10:05:04,B00323P,4,0,
2Q-R02,10:08:00,10:08:10,B05445P,5,0,
2Q-R02,10:09:52,10:10:02,B06034P,6,0,
2Q-R02,10:13:34,10:13:44,B03596P,7,0,
2Q-R02,10:15:25,10:15:35,B06053P,8,0,
3A-R01,5:00:00,5:00:10,B03286P,0,0,
3A-R01,5:01:28,5:01:38,B02379P,1,0,
3A-R01,5:03:36,5:03:46,B01760P,2,0,
3A-R01,5:04:34,5:04:44,B06657P,3,0,
3A-R01,5:07:46,5:07:56,B02833P,4,0,
3A-R01,5:10:35,5:10:45,B01798P,5,0,
3A-R02,5:00:00,5:00:10,B01798P,0,0,
3A-R02,5:02:07,5:02:17,B01332P,1,0,
3A-R02,5:03:04,5:03:14,B02760P,2,0,
3A-R02,5:06:31,5:06:41,B06656P,3,0,
3A-R02,5:12:08,5:12:18,B03286P,4,0,
3B-R04,5:00:00,5:00:10,B03073P,0,0,
3B-R04,5:01:56,5:02:06,B04136P,1,0,
3B-R04,5:03:13,5:03:23,B04610P,2,0,
3B-R04,5:04:19,5:04:29,B00192P,3,0,
3B-R04,5:06:18,5:06:28,B03041P,4,0,
3B-R04,5:08:55,5:09:05,B05632P,5,0,
3B-R04,5:11:36,5:11:46,B02808P,6,0,
3B-R04,5:17:05,5:17:15,B03272P,7,0,
4E-R01,5:00:00,5:00:10,B03275P,0,0,
4E-R01,5:00:48,5:00:58,B03276P,1,0,
4E-R01,5:01:48,5:01:58,B02319P,2,0,
4E-R01,5:02:29,5:02:39,B00364P,3,0,
4E-R01,5:03:44,5:03:54,B05671P,4,0,
4E-R01,5:04:37,5:04:47,B00866P,5,0,
4E-R01,5:05:50,5:06:00,B02942P,6,0,
4E-R01,5:06:34,5:06:44,B05798P,7,0,
4E-R01,5:08:29,5:08:39,B02943P,8,0,
4E-R01,5:09:55,5:10:05,B02946P,9,0,
4E-R01,5:11:02,5:11:12,B03325P,10,0,
4E-R01,5:13:00,5:13:10,B02274P,11,0,
4E-R01,5:14:05,5:14:15,B01779P,12,0,
4E-R01,5:15:48,5:15:58,B02848P,13,0,
4E-R01,5:17:05,5:17:15,B02671P,14,0,
4E-R01,5:18:17,5:18:27,B02856P,15,0,
4E-R01,5:19:31,5:19:41,B02999P,16,0,
4E-R01,5:22:39,5:22:49,B02997P,17,0,
4E-R03,5:00:00,5:00:10,B02997P,0,0,
4E-R03,5:01:04,5:01:14,B00564P,1,0,
4E-R03,5:01:48,5:01:58,B00041P,2,0,
4E-R03,5:03:20,5:03:30,B02670P,3,0,
4E-R03,5:04:42,5:04:52,B02847P,4,0,
4E-R03,5:06:37,5:06:47,B01778P,5,0,
4E-R03,5:09:24,5:09:34,B03040P,6,0,
4E-R03,5:12:22,5:12:32,B01730P,7,0,
4E-R03,5:14:14,5:14:24,B02941P,8,0,
4E-R03,5:16:09,5:16:19,B01620P,9,0,
4E-R03,5:17:03,5:17:13,B00363P,10,0,
4E-R03,5:18:02,5:18:12,B02633P,11,0,
4E-R03,5:19:04,5:19:14,B05460P,12,0,
4E-R03,5:20:10,5:20:20,B01470P,13,0,
4E-R03,5:21:18,5:21:28,B01691P,14,0,
4E-R03,5:22:48,5:22:58,B03275P,15,0,
6P-R01,5:00:00,5:00:10,B00248P,0,0,
6P-R01,6:13:36,6:13:46,B05687P,1,0,
6P-R01,6:16:08,6:16:18,B02102P,2,0,
6P-R01,6:17:11,6:17:21,B02105P,3,0,
6P-R01,6:19:57,6:20:07,B02412P,4,0,
6P-R01,6:21:23,6:21:33,B01962P,5,0,
6P-R01,6:22:35,6:22:45,B01963P,6,0,
6P-R01,6:23:29,6:23:39,B00163P,7,0,
6P-R01,6:25:24,6:25:34,B01893P,8,0,
6P-R01,6:27:03,6:27:13,B00664P,9,0,
6P-R01,6:29:13,6:29:23,B01832P,10,0,
6P-R01,6:31:25,6:31:35,B02103P,11,0,
6P-R01,6:34:02,6:34:12,B02411P,12,0,
6P-R01,6:34:48,6:34:58,B04686P,13,0,
D21-R01,5:00:00,5:00:10,B05830P,0,0,
D21-R01,5:05:57,5:06:07,B05834P,1,0,
D21-R01,5:07:35,5:07:45,B05514P,2,0,
D21-R01,5:09:36,5:09:46,B04423P,3,0,
D21-R01,5:11:33,5:11:43,B00821P,4,0,
D21-R01,5:12:17,5:12:27,B05464P,5,0,
D21-R01,5:17:01,5:17:11,B01809P,6,0,
D21-R01,5:19:56,5:20:06,B01780P,7,0,
D21-R01,5:21:53,5:22:03,B02269P,8,0,
D21-R01,5:25:07,5:25:17,B02134P,9,0,
D21-R01,5:26:00,5:26:10,B05509P,10,0,
D21-R01,5:30:05,5:30:15,B00120P,11,0,
D21-R01,5:32:16,5:32:26,B02831P,12,0,
D21-R01,5:34:34,5:34:44,B02868P,13,0,
D21-R01,5:36:14,5:36:24,B01857P,14,0,
D21-R01,5:37:52,5:38:02,B01965P,15,0,
D21-R01,5:40:02,5:40:12,B03214P,16,0,
D21-R01,5:42:55,5:43:05,B00036P,17,0,
D21-R01,5:44:42,5:44:52,B00824P,18,0,
D21-R01,5:46:40,5:46:50,B02087P,19,0,
D21-R01,5:50:23,5:50:33,B01775P,20,0,
D21-R01,5:52:51,5:53:01,B00347P,21,0,
D21-R01,5:54:58,5:55:08,B05488P,22,0,
D21-R01,5:56:57,5:57:07,B00402P,23,0,
D21-R01,5:58:38,5:58:48,B01184P,24,0,
D21-R01,6:00:02,6:00:12,B03177P,25,0,
D21-R01,6:04:26,6:04:36,B02895P,26,0,
D21-R01,6:06:02,6:06:12,B05492P,27,0,
D32-R02,5:00:00,5:00:10,B00221P,0,0,
D32-R02,6:03:42,6:03:52,B06644P,1,0,
D32-R02,6:07:24,6:07:34,B06645P,2,0,
D32-R02,6:14:34,6:14:44,B06646P,3,0,
D32-R02,6:18:16,6:18:26,B03464P,4,0,
D32-R02,6:20:16,6:20:26,B06073P,5,0,
D32-R02,6:32:23,6:32:33,B05399P,6,0,
JAK.01-R02,5:00:00,5:00:10,B01059P,0,0,
JAK.01-R02,5:01:15,5:01:25,B00316P,1,0,
JAK.01-R02,5:02:28,5:02:38,B00446P,2,0,
JAK.01-R02,5:04:10,5:04:20,B05610P,3,0,
JAK.01-R02,5:05:36,5:05:46,B02891P,4,0,
JAK.01-R02,5:07:01,5:07:11,B04818P,5,0,
JAK.01-R02,5:10:47,5:10:57,B01633P,6,0,
JAK.01-R02,5:14:28,5:14:38,B05582P,7,0,
JAK.01-R02,5:15:22,5:15:32,B03747P,8,0,
JAK.01-R02,5:16:07,5:16:17,B04449P,9,0,
JAK.01-R02,5:20:06,5:20:16,B01632P,10,0,
JAK.01-R02,5:20:38,5:20:48,B01628P,11,0,
JAK.01-R02,5:21:06,5:21:16,B01631P,12,0,
JAK.01-R02,5:21:30,5:21:40,B01630P,13,0,
JAK.01-R02,5:21:57,5:22:07,B01629P,14,0,
JAK.01-R02,5:22:28,5:22:38,B01627P,15,0,
JAK.01-R02,5:22:52,5:23:02,B01626P,16,0,
JAK.01-R02,5:23:52,5:24:02,B04802P,17,0,
JAK.01-R02,5:25:17,5:25:27,B01707P,18,0,
JAK.01-R02,5:28:38,5:28:48,B01706P,19,0,
JAK.01-R02,5:29:25,5:29:35,B01705P,20,0,
JAK.01-R02,5:29:48,5:29:58,B04642P,21,0,
JAK.01-R02,5:30:28,5:30:38,B05050P,22,0,
JAK.01-R02,5:30:54,5:31:04,B02914P,23,0,
JAK.01-R02,5:32:04,5:32:14,B03704P,24,0,
JAK.01-R02,5:32:48,5:32:58,B03703P,25,0,
JAK.01-R02,5:33:17,5:33:27,B04524P,26,0,
JAK.01-R02,5:34:16,5:34:26,B03761P,27,0,
JAK.01-R02,5:34:50,5:35:00,B05589P,28,0,
JAK.01-R02,5:35:42,5:35:52,B02993P,29,0,
JAK.01-R02,5:36:06,5:36:16,B05729P,30,0,
JAK.03-R01,5:00:00,5:00:10,B02129P,0,0,
JAK.03-R01,5:01:18,5:01:28,B01085P,1,0,
JAK.03-R01,5:02:00,5:02:10,B02297P,2,0,
JAK.03-R01,5:03:22,5:03:32,B03030P,3,0,
JAK.03-R01,5:05:22,5:05:32,B00119P,4,0,
JAK.03-R01,5:07:34,5:07:44,B04001P,5,0,
JAK.03-R01,5:09:35,5:09:45,B01480P,6,0,
JAK.03-R01,5:10:47,5:10:57,B03390P,7,0,
JAK.03-R01,5:11:36,5:11:46,B00091P,8,0,
JAK.03-R01,5:13:40,5:13:50,B05237P,9,0,
JAK.03-R01,5:15:19,5:15:29,B03067P,10,0,
JAK.03-R01,5:16:58,5:17:08,B01204P,11,0,
JAK.03-R01,5:17:39,5:17:49,B04905P,12,0,
JAK.03-R01,5:18:38,5:18:48,B00521P,13,0,
JAK.03-R01,5:20:11,5:20:21,B04651P,14,0,
JAK.03-R01,5:20:58,5:21:08,B01102P,15,0,
JAK.03-R01,5:22:07,5:22:17,B04390P,16,0,
JAK.03-R01,5:23:37,5:23:47,B00027P,17,0,
JAK.03-R01,5:24:38,5:24:48,B04628P,18,0,
JAK.03-R01,5:25:22,5:25:32,B01106P,19,0,
JAK.03-R01,5:26:57,5:27:07,B00684P,20,0,
JAK.03-R01,5:27:39,5:27:49,B05072P,21,0,
JAK.03-R01,5:28:41,5:28:51,B01493P,22,0,
JAK.03-R01,5:30:11,5:30:21,B04792P,23,0,
JAK.03-R01,5:31:43,5:31:53,B03441P,24,0,
JAK.03-R01,5:33:21,5:33:31,B05741P,25,0,
JAK.03-R01,5:34:19,5:34:29,B00042P,26,0,
JAK.03-R01,5:42:00,5:42:10,B05950P,27,0,
JAK.03-R02,5:00:00,5:00:10,B05950P,0,0,
JAK.03-R02,5:07:38,5:07:48,B00043P,1,0,
JAK.03-R02,5:08:36,5:08:46,B03416P,2,0,
JAK.03-R02,5:10:14,5:10:24,B00017P,3,0,
JAK.03-R02,5:12:03,5:12:13,B05584P,4,0,
JAK.03-R02,5:12:41,5:12:51,B05394P,5,0,
JAK.03-R02,5:13:33,5:13:43,B02668P,6,0,
JAK.03-R02,5:14:35,5:14:45,B02279P,7,0,
JAK.03-R02,5:15:41,5:15:51,B00026P,8,0,
JAK.03-R02,5:17:14,5:17:24,B04636P,9,0,
JAK.03-R02,5:18:21,5:18:31,B01117P,10,0,
JAK.03-R02,5:19:03,5:19:13,B04650P,11,0,
JAK.03-R02,5:20:02,5:20:12,B00899P,12,0,
JAK.03-R02,5:21:52,5:22:02,B04904P,13,0,
JAK.03-R02,5:22:50,5:23:00,B05860P,14,0,
JAK.03-R02,5:24:16,5:24:26,B03391P,15,0,
JAK.03-R02,5:26:40,5:26:50,B00090P,16,0,
JAK.03-R02,5:27:32,5:27:42,B03389P,17,0,
JAK.03-R02,5:30:30,5:30:40,B01330P,18,0,
JAK.03-R02,5:31:42,5:31:52,B04694P,19,0,
JAK.03-R02,5:33:43,5:33:53,B05613P,20,0,
JAK.03-R02,5:36:43,5:36:53,B00838P,21,0,
JAK.03-R02,5:39:33,5:39:43,B02895P,22,0,
JAK.03-R02,5:41:50,5:42:00,B02129P,23,0,
JAK.04-R01,5:00:00,5:00:10,B02106P,0,0,
JAK.04-R01,5:02:04,5:02:14,B03260P,1,0,
JAK.04-R01,5:03:17,5:03:27,B02602P,2,0,
JAK.04-R01,5:04:11,5:04:21,B05211P,3,0,
JAK.04-R01,5:04:58,5:05:08,B02626P,4,0,
JAK.04-R01,5:06:28,5:06:38,B01155P,5,0,
JAK.04-R01,5:07:32,5:07:42,B04669P,6,0,
JAK.04-R01,5:08:31,5:08:41,B04848P,7,0,
JAK.04-R01,5:11:04,5:11:14,B02617P,8,0,
JAK.04-R01,5:12:09,5:12:19,B01092P,9,0,
JAK.04-R01,5:13:13,5:13:23,B01920P,10,0,
JAK.04-R01,5:14:39,5:14:49,B04408P,11,0,
JAK.04-R01,5:15:57,5:16:07,B03374P,12,0,
JAK.04-R01,5:17:34,5:17:44,B00215P,13,0,
JAK.04-R01,5:18:58,5:19:08,B01735P,14,0,
JAK.04-R01,5:20:46,5:20:56,B05704P,15,0,
JAK.04-R02,5:00:00,5:00:10,B05704P,0,0,
JAK.04-R02,5:02:25,5:02:35,B04641P,1,0,
JAK.04-R02,5:03:25,5:03:35,B05017P,2,0,
JAK.04-R02,5:04:48,5:04:58,B04969P,3,0,
JAK.04-R02,5:07:22,5:07:32,B01565P,4,0,
JAK.04-R02,5:09:04,5:09:14,B03198P,5,0,
JAK.04-R02,5:09:42,5:09:52,B05446P,6,0,
JAK.04-R02,5:11:27,5:11:37,B04250P,7,0,
JAK.04-R02,5:12:35,5:12:45,B04823P,8,0,
JAK.04-R02,5:13:56,5:14:06,B04822P,9,0,
JAK.04-R02,5:15:25,5:15:35,B03918P,10,0,
JAK.04-R02,5:16:27,5:16:37,B03705P,11,0,
JAK.04-R02,5:17:43,5:17:53,B04147P,12,0,
JAK.04-R02,5:18:54,5:19:04,B01623P,13,0,
JAK.04-R02,5:20:14,5:20:24,B04847P,14,0,
JAK.04-R02,5:21:18,5:21:28,B04403P,15,0,
JAK.04-R02,5:22:36,5:22:46,B01174P,16,0,
JAK.04-R02,5:23:51,5:24:01,B04153P,17,0,
JAK.04-R02,5:24:35,5:24:45,B05043P,18,0,
JAK.04-R02,5:25:55,5:26:05,B02329P,19,0,
JAK.04-R02,5:27:05,5:27:15,B04881P,20,0,
JAK.04-R02,5:28:07,5:28:17,B01173P,21,0,
JAK.04-R02,5:29:36,5:29:46,B03375P,22,0,
JAK.04-R02,5:31:38,5:31:48,B05209P,23,0,
JAK.04-R02,5:32:44,5:32:54,B04534P,24,0,
JAK.04-R02,5:33:29,5:33:39,B02106P,25,0,
JAK.05-R01,5:00:00,5:00:10,B03102P,0,0,
JAK.05-R01,5:01:51,5:02:01,B02316P,1,0,
JAK.05-R01,5:02:45,5:02:55,B04091P,2,0,
JAK.05-R01,5:06:38,5:06:48,B02933P,3,0,
JAK.05-R01,5:08:10,5:08:20,B03888P,4,0,
JAK.05-R01,5:10:22,5:10:32,B03506P,5,0,
JAK.05-R01,5:12:01,5:12:11,B01413P,6,0,
JAK.05-R01,5:17:49,5:17:59,B06311P,7,0,
JAK.05-R01,5:24:14,5:24:24,B03528P,8,0,
JAK.05-R01,5:24:51,5:25:01,B04607P,9,0,
JAK.05-R01,5:26:01,5:26:11,B04608P,10,0,
JAK.05-R01,5:27:20,5:27:30,B00452P,11,0,
JAK.05-R01,5:28:14,5:28:24,B04077P,12,0,
JAK.05-R01,5:32:54,5:33:04,B00074P,13,0,
JAK.05-R01,5:35:15,5:35:25,B02584P,14,0,
JAK.05-R01,5:37:37,5:37:47,B01855P,15,0,
JAK.05-R01,5:39:25,5:39:35,B00020P,16,0,
JAK.05-R01,5:39:53,5:40:03,B00021P,17,0,
JAK.05-R01,5:43:03,5:43:13,B01768P,18,0,
JAK.05-R01,5:43:27,5:43:37,B03036P,19,0,
JAK.05-R01,5:45:19,5:45:29,B00625P,20,0,
JAK.05-R01,5:47:27,5:47:37,B01002P,21,0,
JAK.05-R01,5:48:12,5:48:22,B02041P,22,0,
JAK.05-R01,5:51:58,5:52:08,B04796P,23,0,
JAK.05-R01,5:52:26,5:52:36,B04460P,24,0,
JAK.05-R01,5:52:54,5:53:04,B02310P,25,0,
JAK.05-R01,5:54:02,5:54:12,B03208P,26,0,
JAK.05-R01,5:54:47,5:54:57,B03931P,27,0,
JAK.05-R01,5:55:47,5:55:57,B02006P,28,0,
JAK.05-R01,5:57:51,5:58:01,B02855P,29,0,
JAK.05-R01,5:58:36,5:58:46,B05780P,30,0,
JAK.05-R01,5:59:12,5:59:22,B04070P,31,0,
JAK.05-R01,6:00:19,6:00:29,B00534P,32,0,
JAK.05-R01,6:01:23,6:01:33,B00533P,33,0,
JAK.05-R01,6:06:54,6:07:04,B01466P,34,0,
JAK.05-R01,6:10:25,6:10:35,B01692P,35,0,
JAK.05-R01,6:12:36,6:12:46,B04609P,36,0,
JAK.05-R01,6:13:27,6:13:37,B00634P,37,0,
JAK.05-R01,6:15:53,6:16:03,B00631P,38,0,
JAK.05-R01,6:16:29,6:16:39,B03526P,39,0,
JAK.05-R01,6:17:41,6:17:51,B02519P,40,0,
JAK.05-R01,6:19:05,6:19:15,B01607P,41,0,
JAK.05-R01,6:20:00,6:20:10,B01609P,42,0,
JAK.05-R01,6:20:56,6:21:06,B05577P,43,0,
JAK.05-R01,6:24:55,6:25:05,B02881P,44,0,
JAK.05-R02,5:00:00,5:00:10,B02881P,0,0,
JAK.05-R02,5:02:51,5:03:01,B03592P,1,0,
JAK.05-R02,5:03:44,5:03:54,B05272P,2,0,
JAK.05-R02,5:07:57,5:08:07,B01861P,3,0,
JAK.05-R02,5:11:43,5:11:53,B04234P,4,0,
JAK.05-R02,5:12:50,5:13:00,B02360P,5,0,
JAK.05-R02,5:13:20,5:13:30,B04563P,6,0,
JAK.05-R02,5:14:01,5:14:11,B04207P,7,0,
JAK.05-R02,5:16:15,5:16:25,B03956P,8,0,
JAK.05-R02,5:17:21,5:17:31,B01944P,9,0,
JAK.05-R02,5:18:03,5:18:13,B04627P,10,0,
JAK.05-R02,5:19:00,5:19:10,B00602P,11,0,
JAK.05-R02,5:19:23,5:19:33,B05334P,12,0,
JAK.05-R02,5:19:55,5:20:05,B00633P,13,0,
JAK.05-R02,5:23:39,5:23:49,B01227P,14,0,
JAK.05-R02,5:24:30,5:24:40,B04605P,15,0,
JAK.05-R02,5:26:41,5:26:51,B00071P,16,0,
JAK.05-R02,5:28:33,5:28:43,B03035P,17,0,
JAK.05-R02,5:29:03,5:29:13,B01769P,18,0,
JAK.05-R02,5:31:51,5:32:01,B01608P,19,0,
JAK.05-R02,5:33:45,5:33:55,B01854P,20,0,
JAK.05-R02,5:35:52,5:36:02,B02583P,21,0,
JAK.05-R02,5:38:37,5:38:47,B00073P,22,0,
JAK.05-R02,5:43:13,5:43:23,B02371P,23,0,
JAK.05-R02,5:44:07,5:44:17,B00526P,24,0,
JAK.05-R02,5:45:19,5:45:29,B02453P,25,0,
JAK.05-R02,5:46:49,5:46:59,B01367P,26,0,
JAK.05-R02,5:47:15,5:47:25,B00455P,27,0,
JAK.05-R02,5:47:56,5:48:06,B03800P,28,0,
JAK.05-R02,5:53:43,5:53:53,B06311P,29,0,
JAK.05-R02,6:00:06,6:00:16,B02341P,30,0,
JAK.05-R02,6:01:05,6:01:15,B00416P,31,0,
JAK.05-R02,6:03:38,6:03:48,B01190P,32,0,
JAK.05-R02,6:04:48,6:04:58,B02932P,33,0,
JAK.05-R02,6:08:47,6:08:57,B02439P,34,0,
JAK.05-R02,6:09:38,6:09:48,B04058P,35,0,
JAK.05-R02,6:11:35,6:11:45,B03102P,36,0,
JAK.112-R01,5:00:00,5:00:10,B05672P,0,0,
JAK.112-R01,5:00:59,5:01:09,B05619P,1,0,
JAK.112-R01,5:02:01,5:02:11,B01248P,2,0,
JAK.112-R01,5:03:16,5:03:26,B01249P,3,0,
JAK.112-R01,5:04:22,5:04:32,B00172P,4,0,
JAK.112-R01,5:05:37,5:05:47,B00169P,5,0,
JAK.112-R01,5:06:58,5:07:08,B01252P,6,0,
JAK.112-R01,5:08:06,5:08:16,B02376P,7,0,
JAK.112-R01,5:08:43,5:08:53,B02378P,8,0,
JAK.112-R01,5:12:37,5:12:47,B04161P,9,0,
JAK.112-R01,5:13:40,5:13:50,B01874P,10,0,
JAK.112-R01,5:14:54,5:15:04,B04235P,11,0,
JAK.112-R01,5:16:02,5:16:12,B03760P,12,0,
JAK.112-R01,5:17:16,5:17:26,B04726P,13,0,
JAK.112-R01,5:18:12,5:18:22,B01067P,14,0,
JAK.112-R01,5:18:54,5:19:04,B03821P,15,0,
JAK.112-R01,5:19:58,5:20:08,B03867P,16,0,
JAK.112-R01,5:20:59,5:21:09,B04854P,17,0,
JAK.112-R01,5:22:05,5:22:15,B03812P,18,0,
JAK.112-R01,5:23:36,5:23:46,B04693P,19,0,
JAK.112-R01,5:24:43,5:24:53,B03403P,20,0,
JAK.112-R01,5:26:08,5:26:18,B04360P,21,0,
JAK.112-R01,5:27:14,5:27:24,B05150P,22,0,
JAK.112-R01,5:28:17,5:28:27,B04031P,23,0,
JAK.112-R01,5:29:34,5:29:44,B05620P,24,0,
JAK.112-R01,5:31:46,5:31:56,B04561P,25,0,
JAK.112-R01,5:33:32,5:33:42,B03000P,26,0,
JAK.112-R02,5:00:00,5:00:10,B03000P,0,0,
JAK.112-R02,5:00:30,5:00:40,B02998P,1,0,
JAK.112-R02,5:01:51,5:02:01,B05314P,2,0,
JAK.112-R02,5:03:31,5:03:41,B03152P,3,0,
JAK.112-R02,5:04:24,5:04:34,B01850P,4,0,
JAK.112-R02,5:06:44,5:06:54,B00131P,5,0,
JAK.112-R02,5:07:44,5:07:54,B03006P,6,0,
JAK.112-R02,5:09:49,5:09:59,B01901P,7,0,
JAK.112-R02,5:12:07,5:12:17,B00130P,8,0,
JAK.112-R02,5:15:03,5:15:13,B04287P,9,0,
JAK.112-R02,5:17:00,5:17:10,B05777P,10,0,
JAK.112-R02,5:19:04,5:19:14,B04531P,11,0,
JAK.112-R02,5:20:33,5:20:43,B02255P,12,0,
JAK.112-R02,5:23:05,5:23:15,B01469P,13,0,
JAK.112-R02,5:24:10,5:24:20,B04878P,14,0,
JAK.112-R02,5:25:09,5:25:19,B01664P,15,0,
JAK.112-R02,5:26:04,5:26:14,B01516P,16,0,
JAK.112-R02,5:26:48,5:26:58,B01041P,17,0,
JAK.112-R02,5:27:46,5:27:56,B04804P,18,0,
JAK.112-R02,5:28:59,5:29:09,B01310P,19,0,
